glosa,english
ben-ese,well-being 
ben-venite (=bene-veni) X,welcome 
benca 1++,bench; bank (long seat); long seat 
bene 1+,good; well (good) 
bene dice (=bene-dice) 1X,bless 
bene- 1,(prefix:) good; good (prefix); (prefix:) well (good); well (good)(prefix) 
bene-dice +,bless 
bene-face,do good 
bene-veni 1++,welcome 
bene-volu,benevolent 
beneficia,benefit 
benigna,benign 
bento 1+G,bottom (sea); depth; ground; foot (lowest part); sea bottom 
benzina 1++,benzine; gasoline; petrol 
beqadro,natural (music) 
berilo,spectacles 
besbola 1,baseball 
bestia,beast 
Beta 1+,beet 
betona 1++,concrete 
betona-armato,reinforced concrete 
betoni (=betona) X,concrete 
Betula 1+,birch; birch tree 
bi 1++,two; both; double 
bi (after noun) 1++,second (ordinal) 
u bi 1++,pair 
bi bibli 1,the 2 books 
bi kron 1++,twice 
bi sekti 1,divide into two 
bi setimana 1+,fortnight 
bi- 1+,(prefix:) two; two (prefix) 
bi-bi 1,twenty-two 
bi-ci bibli 1++,these two books; both books 
bi-ciklo 1++,bicycle 
bi-denti,two-pronged 
bi-divide 1,even (number) 
bi-foka,two-foci 
bi-game,bigamy; two-marriages 
bi-gami (=bi-game) X,bigamy; two-marriages 
bi-kolora *,two-colored 
bi-koloro (=bi-kolora) X,two-colored 
bi-kornu,two-horned 
bi-kuspi,two-cusped 
bi-la bibli 1++,those two books 
bi-labia,two-lips 
bi-loba,two-lobed 
u bi-numera 1,even number 
bi-parta,two-party (having two parts) 
bi-parti (=bi-parta) X,two-party (having two parts) 
bi-pedi,bipedal 
bi-remi,two-oared 
bi-rota 1,bicycle 
bi-sexu,bisexual 
bi-valva,bivalvate 
bi-ze 1+,twenty 
bi-zona,bizonal 
bibe 1++,drink (v) 
bibe-do 1,tavern 
bibe-ma 1+,drink (n); beverage 
bibe-va 1+,beaker; mug (beaker); tumbler 
biberage,beverage 
bibero,baby bottle 
bibli 1++G,book 
bibli-do 1++,library 
bibliolatri G,bibliolatry 
biblioteka G,library 
bibulo,given to drinking 
bicikla (=bi-ciklo) X,bicycle 
biciklo (=bi-ciklo) X,bicycle 
biela,connecting rod 
bifurka,bifurcate 
bikari,beaker 
bikoloro (=bi-kolora) X,two-colored 
bikro,billionth part 
bikto G,bluster; swell (v) 
bil,bill in law 
bileta 1++,ticket 
bili,bile; anger; angry 
bin- (prefer bi-),(prefix:) two; two (prefix) 
bina,pair (two) 
binari,binary 
binokula,binoculars 
bio 1++G,life; living; vital 
bio-genesi G,bio-genesis 
bio-grafo G,biography 
bio-logi G,biology 
bio-ra 1,being (n); creature; organism 
biologisti G,biologist 
bira 1++,ale; beer 
"birota (=bi-rota, prefer bi-ciklo) 1X",bicycle 
bis,encore; twice 
bis-kokta (=biskokta) X,biscuit; wafer 
biskokta 1+,biscuit; cookie; cracker (biscuit); wafer 
bisma G,plug 
biso G,thread 
Bisona 1+,buffalo 
bito G,sea-depths 
bitumina,bituminate 
bitumino 1++,tar 
bizari,bizarre 
blada 1++,blade; knife; dagger 
"blanci (=blanka, prefer leuko) 1X",bleach; whiten 
blandi,bland; soft 
blanka 1,white 
blasfema G,blaspheme 
blasma G,blame (v) 
blasto 1+G,bud; cocoon; germinate; outbreak 
blasto-tem 1++,spring (season); springtime 
blata,cockroach 
Blatus 1+,cockroach 
blefaro G,eyelid 
blema G,coverlet; glance; look 
bleno G,mucus 
blepo G,look; see (look) 
bleps G,eyesight 
blesa G,lisp; stammer 
bloka 1++,block; obstruct; writing pad 
blond,blond 
blonda 1++,blond; fair 
blu 1+,blue 
blu-rubi 1+,purple 
blufa,bluff 
blusa 1+,blouse 
-bo (short affix form of boteka) 1,shop 
bobina +,reel; spool; wind on 
boia,buoy; keep afloat 
boikota,boycott 
bola 1++,ball; sphere; throw (n); stroke (n) 
bola se 1,crouch 
boleta (=buleta) X,bullet 
bolu (=bola) 1GX,ball 
bomba 1++,bomb; shell (bomb) 
bombarda,bombard 
bombasti 1++,boast 
bombo,buzz; boom 
bombus,bumblebee 
bonbon +,bonbon; candy; sweet (n) 
boneta,bonnet; cap 
bonhomi,good-nature 
boni 1++,good; bonny; fine (good); respectable; well (good) 
boni di 1,good afternoon 
boni fortuna 1++,luck 
boni mana 1,good morning 
boni merka 1,bargain 
boni vespera 1,good evening 
boni-fortuna 1++,fortunate; fortunately; lucky 
boni-sani 1,welfare 
bonifika,ameliorate 
bonifortuna (=boni fortuna) X,luck; lucky 
bonita,goodness 
bonus,bonus 
bora,stuffing 
borbora G,dirty 
borborigma G,stomach rumble 
borda (prefer margina),border 
boreo 1+G,north; northern 
boreo pola 1,north pole 
boreo-me 1,compass; magnetic needle 
bosa,knob 
boskage,thicket 
bosketo,grove 
bosko,bush; wood (bushes) 
bostriko G,curl 
bota +,boot; bootee 
botani G,herb; plant (n) 
botaniza G,botanize 
boteka 1++,boutique; shop 
boteka-saka 1,shopping bag 
botilia 1++,bottle; flask 
botina (=bota) X,boot; bootee 
botrio G,bunch of grapes 
botro G,pit (of fruit); sucker 
botuli G,sausage 
boulion (French),bouillon 
bovi 1++,beef; cow; bovine; ox 
bovi-sperma 1*,semen (ox) 
boxa +,box (v) 
braca,breeches 
bracialeta,bracelet 
bradi 1G,slow; sluggish 
bragadoci 1,boast 
braki 1++G,arm 
braki (take brevi) GX,short 
braki hedra (=braki-hedra) 1GX,arm chair; easy chair 
braki-artri 1+G,elbow 
braki-gono 1,elbow 
braki-hedra 1G,arm chair; easy chair 
braki-ve 1+,sleeve 
brakisto,shortest 
brakte,bract 
branca,branch 
brandi,brandish 
branki 1+G,gills 
brasa,live coals 
brasika 1+,cabbage 
brava,brave (v) 
bravado,bravado 
bravo 1+,bravo; gallant 
bravura,daring brilliance 
breca,breach 
bregma G,front of head 
breka G,moisten 
brev iti 1,errand 
breveta,invention; patent 
brevi 1++,short; abbreviate; abbreviation; brief 
brevi digi 1++,thumb 
brevi grafo 1,essay 
brevi somni 1+,nap 
brevi sopo 1,nap 
brevi tem 1++,temporary 
brevi-kika 1,dribble 
brida 1,bridle 
brigada,brigade 
brika,roar; bellow 
brika 1++,brick 
brila,shine 
brila-karboni,diamond 
brilianta +,brilliant 
brimo,make angry sounds 
brio 1G,moss (plant) 
brio 1+G,swell (v); bulge; swollen; noise (loud); abound; teem 
brisa,breeze 
brizo G,nod 
brocura +,brochure; pamphlet 
broda 1+,embroider 
broka,brocade (v) 
broko G,noose; snare 
broma G,food 
bromo G,stink 
bronki (=bronko) GX,wind-pipe 
bronko G,wind-pipe 
bronto 1++G,thunder; explode 
bronto-di,Thursday 
bronza,bronze (v) 
brosa 1++,brush; broom; scrub; sweep 
(longi) brosa 1+,broom 
broto G,gnawed 
bruma,winter; wintry 
bruneta,brunette 
bruno 1++,brown; scorch; tan 
"bruska (French, prefer krudi)",blunt (rude); rude 
bruta 1+,brute; bully; gruff; rough; stupid 
bruti (=bruta) X,brute; bully; gruff; rough; stupid 
bu 1G,ox; bull 
bu- G,huge; monstrous 
bu-tiri (=butiri) 1X,butter 
Bubo 1+,owl 
bucina,horn (music); trumpet 
budget +,budget 
budo 1,sulk 
bufalo,buffalo 
bufet,sideboard 
Bufo 1+,toad 
bufona 1+,buffoon; clown 
buka 1++,cheek; cheeks; mouth 
buke,bouquet 
bukla,curl (of hair) 
bulbo 1++,bulb 
buleta 1++,bullet 
buletin (=buletina) X,bulletin 
buletina 1+,bulletin 
buli,pucker 
buli 1++,boil; bubble 
buli-va 1++,cooking-pot; kettle; saucepan 
bulima G,hunger 
bumasta G,big breasts 
bumpa 1,bump 
buna (=buno) 1GX,hill; mound; mountain 
bungalo 1,bungalow 
buno 1++G,hill; mound; mountain 
bura,nonsense; trifle 
burgesa (=burgeso) X,bourgeois 
burgeso 1+,bourgeois; citizen 
burgo 1,borough 
burla,jest; joke 
burleska,comical; droll 
buro 1++,bureau; office; desk 
buro-pe 1++,clerk; office worker 
bursa 1++,purse; exchange (stock); wallet (for money) 
bus 1++,bus; omnibus 
bus sto-lo 1+,bus stop 
busa (=bus) 1X,bus 
busola,compass 
busti 1+,burn (v); ablaze; alight 
busto,bust 
buta 1++,aim; purpose; butt; goal; intention; object (purpose); score; target; task 
buta-lo 1,destination 
butalis G,nightingale 
butina,booty 
butiri 1++G,butter 
butiro (=butiri) GX,butter 
butona 1++,button; knob (button); pimple 
buxus,box-wood 
buz 1+,buzz 
cakali 1,jackal 
cako 1,chess 
campiona 1++,champion 
carma 1++,charm; charming 
carta 1++,chart; map; diagram; graph 
casa 1++,chase (hunt); hunt; hunting; pursue 
casa gresi 1+,prowl 
casa-kani 1,hound 
casa-pe 1,hunter 
cecidi G,gall 
"cecilo (=ceko, prefer no-vide) X",blind 
cede 1++,cede; yield (give way); yield (cease opposition); abandon (give up); cease opposition; give up; give way; go (cede); retire; surrender; withdraw; do without 
cedro,cedar 
cef (=cefa) 1X,chief; main; major; master; principal 
cefa 1++,chief; employer; main; major; master; patron; principal 
cefa servi-pe 1,butler 
cefa vora 1++,dinner 
cek (=ceka) X,cheque 
ceka 1++,cheque 
ceko 1,blind; choked up 
cela 1,conceal; hide 
celari,cellar 
cele 1+,conceal; heaven; sky 
celebra 1++,celebrate; acclaim; party (celebrate) 
celera 1,quick; hurry; swift (quick); speed 
celestia,celestial 
celibato,celibate 
celofana 1,cellophane 
celsi,high 
celu 1++,cell (living); cell (prison) 
celulosa,cellulose 
cementa 1++,cement 
cemeteri,cemetery 
cena,dinner; supper 
ceno-bio,cenoby 
cense G,take census 
censura,censure 
cent anua (=hekto anua) 1X,century 
centi 1++,"cent; hundredth; hundred (prefer hekto, take centi for hundredth!) "
centi (=hekto) 1X,hundred 
centimetra +,centimeter; centimetre 
centipedi (=hektopedi) X,centipede 
centra 1++G,center; central; centre; centric; centrical; hub 
centrifugi,centrifuge 
centripeta,centripetal 
Cepa 1++,onion 
cepti 1++,receive; accept; adopt; pick up; take in; take up 
cera (=ceru) X,beeswax 
cerami (=kerami) X,ceramic; clay; earthenware 
cerasus,cherry tree 
cerauno G,thunder and lightning 
cere (=cereali) 1X,cereal 
cereali 1+,cereal; cereals; corn (cereal) 
cerebra 1+,brain; mental; mind (n) 
ceremoni 1,ceremony; rite 
ceresi 1+,cherry 
cerka 1++,search; grope; quest; look for; seek 
cerka e vice,find and replace (computer function) 
cerka panto-ra 1,ransack 
cerne (=discerni) X,discern; sift (discern) 
cernu,droop; nod 
cero (=ceru) 1X,wax 
certa 1++,certain; a certain ; sure 
certifi 1+,certificate; certify 
certifika (=certifi) 1X,certificate; certify 
ceru 1++,wax; beeswax 
cerule 1,sky blue; blue; celestial; heavenly 
cerulea (=cerule) 1X,blue; heavenly; celestial 
cerumina,ear wax 
cervika 1+,neck; throat 
Cervus 1+,deer; hart; stag 
cesa,cease 
cespa,turf 
Ceta 1+,whale 
cetera,others (the other); the others 
ci 1++,here 
ci e la 1,about (as in 'jump about') 
ciano 1++G,blue; cyanic (blue); sky blue; celestial; heavenly 
ciela 1,sky; atmosphere; heaven 
cibo,food 
cide 1++,kill; murder; slay 
cieko 1,dazzle 
cifra,number 
cigara 1+,cigar 
cigareta 1++,cigarette 
cigareti (=cigareta) X,cigarette 
cigaro,cigar 
cigni 1+,swan; cygnet 
cikada,cicada 
cikatri,scar 
cikatrika (=cikatri) X,scar 
cikla (=ciklo) 1XG,circle; circular; cycle; wheel 
ciklo 1++G,cycle; wheel; circle; circular 
ciklo-viagia 1,tour 
cikloni 1+G,hurricane 
cikoni (=Cikonia) X,stork 
Cikonia 1+,stork 
cikuri,tame 
cilia 1+,eyelash 
cilindri (=kilindra) 1X,cylinder 
cimi,bedbug; bed-bug; bug (bedbug) 
cina navi 1,junk 
cincino,curl 
cinema (=kinema) X,cinema; motion picture theater; movie theater 
cinera 1++,ash; ashes; cinder; gray; grey 
cinktura (prefer zona),belt; girdle; zone 
cinqe (=penta) X,five 
cip 1,microchip 
ciri (=ciru) X,curl 
cirka 1++,circa; about; about (location); around 
cirku (=cirka) 1X,around 
cirku-sta (=cirkumsta) 1X,circumstance 
cirkuito 1,circuit; network; walk around 
cirkula (prefer ciklo),circle; circular 
cirkulati 1++,traffic 
cirkulatio (=cirkulati) X,traffic 
cirkum- (prefer peri-),(prefix:) around; around (prefix) 
cirkumfera,go around 
cirkumferentia 1,circumference 
cirkumjace,circumjacent; lie around 
cirkumskribe,circumscribe; limit (v); restrict 
cirkumspekt,caution; wary 
cirkumsta 1+,circumstance 
cirkumvala,enclose in rampart 
cirkumveni,circumvent 
cirkumvicina,surround 
cirkus 1,circus 
ciru 1++,curl; ringlet 
cis- +,(prefix:) on this side; on this side (prefix); (prefix:) this side; this side (prefix); (prefix:) here; here (prefix) 
cisela 1+,chisel; engrave 
cisora (=cisori) 1X,scissors 
cisori 1++,scissors; shear 
cista,chest (storage); box 
cisterna,cistern 
cita 1+,quote; urge 
citate,city 
citi,swift (quick) 
citro 1+,citrus; lemon 
citronada 1+,lemonade 
citru (=citro) X,citrus; lemon 
civi 1++,citizen 
civili 1++,civil; polite; courteous; courtesy; meek; mercy 
civili-an 1,gentleman 
civili-fe 1,lady 
civiliza 1++,civilization; civilize 
civismo,good citizenship 
civita 1++,city; town 
-co (Italian. Only in compounds!) 1++,the just said 
cokolat (=cokolata) X,chocolate 
cokolata 1++,chocolate 
conversa (=konversa) 1X,converse; talk 
d-d-dice 1+,stammer 
D3 1,tuesday 
D4 1,Wednesday 
D5 1,thursday 
D6 1,Friday 
dado G,torch 
daga 1++,dagger; stab 
dakno 1G,bite 
dakrio G,tear (eye) 
dakti (=didakti) 1GX,teach 
daktila,date (fruit) 
daktili 1G,finger; toe 
dalero G,burning heat 
dama 1,lady 
dama 1++G,subdue; tame 
damaska,damask (v) 
damna (prefer noku),damage; harm; hurt; injure 
"damni (=damna, prefer noku) 1X",hurt; injure 
dapedo G,level floor 
dapi G,feast 
dapido G,carpet; rug 
dapsili G,abundant 
dapto G,gnaw 
darda 1+,dart 
dasi G,hairy; dasy 
data 1+,data; detail; information 
data basi,data base 
datu 1++,date (day) 
Daukus 1+,carrot 
de 1++,about; belong; concerning; from; in relation to; of; of (concerning); with regard to ; relating to; 's (genitive marker); than 
ma ... de 1,more ... than ; -er (comparative) ... than 
de Deo 1,divine 
de fakto,de facto 
de qi 1,whose; of whom ; of which 
de- 1+,(prefix:) in relation to; in relation to (prefix) 
debate 1+,debate; discuss 
debati (=debate) 1X,debate; discus 
debi 1++,ought to; should; debt; duty; obligation; ought; owe 
debi-paga,debt 
debili 1++,feeble; weak 
debito 1+,debt; owe 
debute,debut; make debut 
decenti,decent 
decerne,decree 
decide 1++,decide; decision; determine; determination; judge (v); resolve; settle 
deciduo,deciduous 
decifra,decipher 
decimali 1++,decimal 
decipula,snare; trap 
dedika,dedicate 
deduce +,deduce; infer; inference 
defeka,defecate 
defekti 1++,defect; fault; deficiency; flaw; lack; be lacking ; be missing 
defende,defence; defend; defense 
defi 1++,challenge; defy 
defici (=defekti) X,lack; deficiency 
defini 1+,define; definite 
deflora,deflower 
deflu (prefer ab-flu),flow down 
deforma,deform 
degenera,degenerate 
degma G,bite; sting 
degrada,degrade 
dehisce,dehisce 
deiko 1G,indicate; show (v); signal (v) 
deikto (=deiko) 1GX,indicate; show (v) 
deino 1++,terrible; frightful; shock; terror 
dejekti,deject; dispirited 
dek-anua +,decade 
deka 1++,ten 
deka horo 1,ten o'clock 
deka-numera,decimal 
dekade 1+,decay 
Dekembra (prefer meno mo-bi),December 
deklara 1++,declare; announce; declaration; deem 
deklina,decline 
deklivi,slope down 
deko 1++,decent; seemly; adequate; appropriate; apt; fitting (adj); proper 
dekomposi 1+,decompose; rot 
dekora 1+,decorate; beautiful 
dekusa,X-shaped 
delega (=delegati) X,delegate 
delegati 1+,delegate 
delekta 1++,delight 
deleti,delete 
delfi G,womb 
delfini G,dolphin 
delibera 1,ponder; weigh (in mind) 
delicio 1,delicious 
delika (=delikate) 1X,delicate 
delikate 1++,delicate; dainty 
delikati (=delikate) X,dainty; delicate 
delikato (=delikate) X,dainty; delicate 
delinqe,delinquency; delinquent; break law 
delirio,crazy; mad 
delo G,clear (evident); evident 
delta,river delta 
delude,deceive 
deluvi (=diluvi) X,deluge; flood 
dema G,living body 
demanda 1++,demand; ask for; charge; order (demand) 
demande (=demanda) 1X,demand 
dementia,demented; insanity 
Demeter G,Demeter (goddess of agriculture) 
demi (=semi) X,half 
demo 1++G,people; folk; population 
demo doxo 1+G,reputation 
demoli,demolish; wreck 
demoni G,demon; evil spirit 
demonstra 1+,demonstrate; prove 
demora,remain; stay 
dendro 1++G,tree 
dendro (take xilo) GX,wood (substance) 
dendro grupa 1+,grove 
dendro-via 1,avenue 
denigra,defame 
deniora,remain; stay 
densi 1++,condense; dense; thick (dense) 
densi-lo 1++,bush (thicket); thicket 
dentela,lace 
denti 1++,tooth; grin 
plu denti 1,teeth 
denti-rota-fa 1,gear 
denti-ru 1,rake 
dentili 1,pad-saw 
dentisti 1+,dentist 
denuda,denude; lay bare 
denunci +,denounce 
deo (prefer teo),god 
Deo (prefer Teo) 1,God 
departimenta 1,department 
depende,depend 
depila,remove hair 
deplora +,deplore 
depositi,deposit; put in safe place 
deprava,make evil 
depreka,disapprove of 
depresi,depress (make sad); make sad 
deputa 1+,depute; deputy 
deraila,derail 
derelikta,derelict; abandoned 
deride,deride; laugh at 
deriva 1,derive; come from; be obtained 
derma 1++G,skin; hide (skin); leather; peel 
derma-fi 1+,strap 
dero G,tear (pull apart) 
describe (=deskribe) 1X,describe 
deserta 1,desert (waterless land); wilderness 
designa 1++,design 
desira 1++,desire; wish 
deska 1+,desk 
deskende,descend 
deskribe 1++,describe; description 
deskribe-verba 1+,adjective 
deskribe-verbi (=deskribe-verba) X,adjective 
desmo 1+,bind; bond; join (connection) 
desola 1+,desolate; devastate 
despera,despair 
despolia,despoil 
destina 1+,destine for; doom 
destru 1++,destroy; destruction 
detaila,detail; retail 
detekti 1++,detect; find; discover; discovery; expose; scout 
deteriora,get worse 
determina,fix exactly 
detesta,hate 
detona,explode 
detrakti,lessen value 
detritu 1,bits rubbed off; rubbish; rubble 
deutero 1+G,second (ordinal) 
"Deutsch (pronounce ""doytch"") 1",German 
Deutschland,Germany 
devalu,devalue; devaluation; lessen value 
devasta,devastate; devastation; destroy utterly 
developo 1+,develop 
deveni 1,become; come to be; turn (into) 
devia,deviate 
devolve,devolve; pass to 
devora,eat rapidly 
devoti,devote; give wholly 
dextro 1++G,right (hand); right hand; right-hand 
dextro mus butona,right mouse button 
di 1++,day; daily 
di bi 1+,Monday; on Monday 
Di bi (=di bi) 1X,on Monday 
di hexa (prefer di sixa),Friday 
di kli 1++,couch 
di mo 1+,Sunday; on Sunday 
di penta 1+,Thursday; on Thursday 
di septi (=di seti) X,Saturday 
di seti 1+,Saturday; on Saturday 
di six (=di sixa) 1X,Friday 
di sixa 1+,Friday; on Friday 
di tetra 1+,Wednesday; on Wednesday 
di tri 1+,Tuesday; on Tuesday 
di-bibli 1,diary 
dia 1++G,through; thru; across; via 
dia- 1+G,(prefix:) through; through (prefix) 
dia-via 1,thouroughfare 
diabola (=diaboli) 1X,devil 
diaboli 1++G,devil; diabolical 
diabolo (=diaboli) GX,devil 
diafano 1G,translucent; transparent 
diafragma G,diaphragm 
diagnosi G,diagnose 
diagona G,diagonal 
diagrama 1+G,diagram 
diala (=diali) 1X,dial 
dialekta 1+G,dialect 
dialekti (=dialekta) GX,dialect 
diali 1+,dial; face (of watch); indicator; pointer 
dialisi G,dialysis 
dialoga G,dialogue 
diametri G,diameter 
diarea G,diarrhea 
diari 1,diary 
dic u stori 1,recount; relate 
dice 1++,say; speak; tell; assert; declare; narrate; remark; speach; speech; talk; utter (speak) 
dice de 1++,describe; discuss; mention 
dice klari 1,express 
dice mali 1++,insult 
dice penite 1++,apologize 
dice pusi 1+,gossip 
dice veri 1,be right 
dice-pe 1+,speaker 
dice-ra 1++,speech; statement 
didakti 1G,teach; education; instruction; teaching 
didimo G,testicle; twin 
dieti,diet 
difere 1++,differ; difference; different 
diferentia (take difere) X,difference 
dificile +,difficult; difficulty; hardship 
difide,diffident; distrustful 
difrakti,diffract 
difusi 1++,broadcast; diffuse; scatter; spread 
difusi-me 1,broadcasting station ; transmitter (radio) 
digesti 1+,digest (collection); digest (digestion) 
